#SUBMITTED ID	H_SAPIENS_ORTHOLOGS
FBgn0001281	Hsap\PHPT1
FBgn0034160	Hsap\ANGPTL1 <newline> Hsap\TNN <newline> Hsap\FGL2 <newline> Hsap\ANGPTL6 <newline> Hsap\TNC <newline> Hsap\FCN3 <newline> Hsap\FCN2 <newline> Hsap\ANGPTL4 <newline> Hsap\FGB <newline> Hsap\FGA <newline> Hsap\ANGPT2 <newline> Hsap\ANGPTL5 <newline> Hsap\FGG <newline> Hsap\TNR <newline> Hsap\ANGPTL3 <newline> Hsap\FCN1 <newline> Hsap\FIBCD1 <newline> Hsap\ANGPTL2 <newline> Hsap\ANGPTL7 <newline> Hsap\ANGPT4 <newline> Hsap\MFAP4 <newline> Hsap\FGL1 <newline> Hsap\TNXB <newline> Hsap\ANGPT1
FBgn0031333	Hsap\PUDP
FBgn0036760	Hsap\PGP <newline> Hsap\PDXP <newline> Hsap\HDHD2 <newline> Hsap\HDHD5 <newline> Hsap\LHPP <newline> Hsap\NIPSNAP1 <newline> Hsap\NIPSNAP2
FBgn0011236	Hsap\ZNF174 <newline> Hsap\ZSCAN16 <newline> Hsap\BCL11B <newline> Hsap\ZNF296 <newline> Hsap\BCL11A
FBgn0036756	Hsap\CLN3
FBgn0002772	Hsap\MYL1 <newline> Hsap\MYL4 <newline> Hsap\MYL3 <newline> Hsap\MYL6 <newline> Hsap\MYL6B <newline> Hsap\CALML6 <newline> Hsap\CABP5
FBgn0036974	Hsap\ETF1
FBgn0039529	-
FBgn0038357	-
FBgn0004103	Hsap\PPP1CC <newline> Hsap\PPP1CA <newline> Hsap\PPP5C <newline> Hsap\PPP2CB <newline> Hsap\PPP4C <newline> Hsap\PPEF2 <newline> Hsap\PPEF1 <newline> Hsap\PPP3CB <newline> Hsap\PPP3CA <newline> Hsap\PPP1CB <newline> Hsap\PPP3CC <newline> Hsap\PPP6C <newline> Hsap\PPP2CA <newline> Hsap\PPP5D1
FBgn0002921	Hsap\ATP12A <newline> Hsap\ATP4A <newline> Hsap\ATP2B3 <newline> Hsap\ATP10D <newline> Hsap\ATP8B4 <newline> Hsap\ATP8B3 <newline> Hsap\ATP10B <newline> Hsap\ATP11B <newline> Hsap\ATP13A2 <newline> Hsap\ATP11C <newline> Hsap\ATP13A4 <newline> Hsap\ATP13A5 <newline> Hsap\ATP10A <newline> Hsap\ATP2A1 <newline> Hsap\ATP13A1 <newline> Hsap\ATP2B4 <newline> Hsap\ATP2A3 <newline> Hsap\ATP2B2 <newline> Hsap\ATP1A2 <newline> Hsap\ATP1A4 <newline> Hsap\ATP8B2 <newline> Hsap\ATP8A2 <newline> Hsap\ATP8A1 <newline> Hsap\ATP2B1 <newline> Hsap\ATP2C2 <newline> Hsap\ATP13A3 <newline> Hsap\ATP11A <newline> Hsap\ATP2C1 <newline> Hsap\ATP2A2 <newline> Hsap\ATP1A3 <newline> Hsap\ATP1A1 <newline> Hsap\ATP8B1 <newline> Hsap\ATP8 <newline> Hsap\LCAT <newline> Hsap\FEZF1
FBgn0013995	Hsap\SLC8A2 <newline> Hsap\FREM2 <newline> Hsap\FREM3 <newline> Hsap\SLC8A3 <newline> Hsap\ADGRV1 <newline> Hsap\SLC8A1
FBgn0011205	Hsap\PANK3 <newline> Hsap\PANK1 <newline> Hsap\PANK2 <newline> Hsap\PANK4
FBgn0000083	Hsap\ANXA11 <newline> Hsap\LINC00842 <newline> Hsap\ANXA8 <newline> Hsap\ANXA4 <newline> Hsap\ANXA5 <newline> Hsap\ANXA13 <newline> Hsap\ANXA3 <newline> Hsap\ANXA1 <newline> Hsap\ANXA10 <newline> Hsap\ANXA7 <newline> Hsap\ANXA2 <newline> Hsap\ANXA9 <newline> Hsap\ANXA6 <newline> Hsap\ANXA8L1 <newline> Hsap\CACNB4 <newline> Hsap\KCNQ3 <newline> Hsap\CSTB <newline> Hsap\KRT1 <newline> Hsap\MMP1 <newline> Hsap\KRT13
FBgn0038858	Hsap\FAHD2A <newline> Hsap\FAHD1 <newline> Hsap\FAH <newline> Hsap\FAHD2B
FBgn0014857	Hsap\H3-3B <newline> Hsap\HIST2H3D <newline> Hsap\CENPA <newline> Hsap\H3F3C <newline> Hsap\HIST1H3J <newline> Hsap\HIST3H3 <newline> Hsap\H3-3A <newline> Hsap\HIST2H3C <newline> Hsap\H3C10 <newline> Hsap\HIST1H3D <newline> Hsap\HIST2H3A <newline> Hsap\HFE <newline> Hsap\HIST1H3A <newline> Hsap\HIST1H3E <newline> Hsap\HIST1H3I <newline> Hsap\H3C7 <newline> Hsap\HIST1H3G <newline> Hsap\H3C3 <newline> Hsap\H3C2 <newline> Hsap\H3F3AP4 <newline> Hsap\MIR4738 <newline> Hsap\H3.Y <newline> Hsap\HIST2H3PS2
FBgn0038516	Hsap\PYCR3 <newline> Hsap\PYCR2 <newline> Hsap\NOXRED1 <newline> Hsap\PYCR1 <newline> Hsap\LEFTY1
FBgn0038049	Hsap\CDYL2 <newline> Hsap\ECHDC2 <newline> Hsap\CDYL <newline> Hsap\CDY2B <newline> Hsap\CDY2A <newline> Hsap\CDY1B <newline> Hsap\CDY1 <newline> Hsap\EHHADH <newline> Hsap\ECI1 <newline> Hsap\HIBCH <newline> Hsap\ECHS1 <newline> Hsap\AUH <newline> Hsap\ECI2 <newline> Hsap\HADHA <newline> Hsap\ECHDC1
FBgn0032167	Hsap\ABCG2 <newline> Hsap\ABCG5 <newline> Hsap\ABCA7 <newline> Hsap\ABCA10 <newline> Hsap\ABCG8 <newline> Hsap\ABCA12 <newline> Hsap\ABCA6 <newline> Hsap\ABCA3 <newline> Hsap\ABCA9 <newline> Hsap\ABCA2 <newline> Hsap\ABCG1 <newline> Hsap\ABCA4 <newline> Hsap\ABCA1 <newline> Hsap\ABCA5 <newline> Hsap\ABCA13 <newline> Hsap\ABCA8 <newline> Hsap\ABCG4
FBgn0038506	Hsap\CTSD <newline> Hsap\NAPSA <newline> Hsap\REN <newline> Hsap\PGA5 <newline> Hsap\BACE1 <newline> Hsap\PGA3 <newline> Hsap\BACE2 <newline> Hsap\CTSE <newline> Hsap\PGC <newline> Hsap\PGA4 <newline> Hsap\CIT
FBgn0250788	Hsap\SPTBN1 <newline> Hsap\SPTBN4 <newline> Hsap\MICALL2 <newline> Hsap\DST <newline> Hsap\SPTBN5 <newline> Hsap\SPTBN2 <newline> Hsap\SPTB <newline> Hsap\SPTA1 <newline> Hsap\SPTAN1 <newline> Hsap\ACTN2 <newline> Hsap\ACTN3 <newline> Hsap\ACTN1 <newline> Hsap\CLMN <newline> Hsap\ACTN4 <newline> Hsap\UTRN <newline> Hsap\DMD <newline> Hsap\CCDC141
FBgn0026192	Hsap\PARD6A <newline> Hsap\PARD6G <newline> Hsap\PARD6B <newline> Hsap\KIAA1614 <newline> Hsap\WHRN
FBgn0038400	Hsap\APOOL <newline> Hsap\APOO
FBgn0038401	Hsap\TBC1D17 <newline> Hsap\TBC1D12 <newline> Hsap\SGSM3 <newline> Hsap\RABGAP1L <newline> Hsap\SGSM2 <newline> Hsap\USP6NL <newline> Hsap\TBC1D21 <newline> Hsap\TBC1D2B <newline> Hsap\TBC1D16 <newline> Hsap\TBC1D28 <newline> Hsap\TBC1D9B <newline> Hsap\TBC1D8B <newline> Hsap\TBC1D13 <newline> Hsap\RABGAP1 <newline> Hsap\TBC1D3G <newline> Hsap\GRTP1 <newline> Hsap\TBC1D25 <newline> Hsap\TBC1D8 <newline> Hsap\SGSM1 <newline> Hsap\TBC1D10A <newline> Hsap\TBC1D10B <newline> Hsap\TBC1D14 <newline> Hsap\TBC1D5 <newline> Hsap\TBC1D26 <newline> Hsap\TBC1D9 <newline> Hsap\TBC1D30 <newline> Hsap\TBC1D10C <newline> Hsap\TBC1D15 <newline> Hsap\USP6 <newline> Hsap\TBC1D29P <newline> Hsap\TBC1D3D <newline> Hsap\TBC1D3 <newline> Hsap\TBC1D3I <newline> Hsap\TBC1D2 <newline> Hsap\TBC1D3C <newline> Hsap\TBC1D3H <newline> Hsap\TBC1D3E <newline> Hsap\TBC1D3K <newline> Hsap\TBC1D7-LOC100130357
FBgn0004867	Hsap\RPS2 <newline> Hsap\MRPS5
FBgn0003149	Hsap\MYH9 <newline> Hsap\MYH1 <newline> Hsap\MYH2 <newline> Hsap\MYH4 <newline> Hsap\MYH7B <newline> Hsap\MYH15 <newline> Hsap\MYO18B <newline> Hsap\MYH7 <newline> Hsap\MYH10 <newline> Hsap\MYH11 <newline> Hsap\MYH8 <newline> Hsap\MYH6 <newline> Hsap\MYO16 <newline> Hsap\MYO18A <newline> Hsap\MYH3 <newline> Hsap\MYH14 <newline> Hsap\MYH13 <newline> Hsap\MYO5C <newline> Hsap\MYO5B <newline> Hsap\MYO5A
FBgn0031913	Hsap\SEC14L3 <newline> Hsap\SEC14L5 <newline> Hsap\SEC14L4 <newline> Hsap\TTPA <newline> Hsap\RLBP1 <newline> Hsap\CLVS2 <newline> Hsap\TTPAL <newline> Hsap\SEC14L1 <newline> Hsap\SEC14L6 <newline> Hsap\CLVS1 <newline> Hsap\SEC14L2
FBgn0036751	Hsap\ADA2 <newline> Hsap\AMPD2 <newline> Hsap\ADA <newline> Hsap\AMPD3 <newline> Hsap\ADAL <newline> Hsap\AMPD1
FBgn0027785	Hsap\NDUFB11
FBgn0037001	Hsap\NDUFA9 <newline> Hsap\HTATIP2 <newline> Hsap\NMRAL1
FBgn0038924	Hsap\FAHD2B <newline> Hsap\FAHD2A <newline> Hsap\FAHD1 <newline> Hsap\FAH
FBgn0039421	Hsap\PPM1J <newline> Hsap\PDP2 <newline> Hsap\PPM1H <newline> Hsap\PPM1F <newline> Hsap\PPM1N <newline> Hsap\PPM1M <newline> Hsap\PP2D1 <newline> Hsap\TAB1 <newline> Hsap\ILKAP <newline> Hsap\PPM1B <newline> Hsap\PPM1D <newline> Hsap\PPM1E <newline> Hsap\PPM1A <newline> Hsap\PPM1G <newline> Hsap\PPTC7 <newline> Hsap\PDP1 <newline> Hsap\PPM1L <newline> Hsap\PPM1K
FBgn0038349	Hsap\AOX1 <newline> Hsap\XDH <newline> Hsap\LOR
FBgn0024556	Hsap\MIR4721 <newline> Hsap\TUFM
FBgn0040283	Hsap\SMC2 <newline> Hsap\SMC1A <newline> Hsap\SMC4 <newline> Hsap\SMC1B <newline> Hsap\SMC3 <newline> Hsap\SMC5 <newline> Hsap\SMC6
FBgn0283682	Hsap\EDC4
FBgn0022355	Hsap\LTF <newline> Hsap\MELTF <newline> Hsap\TF <newline> Hsap\SRPRB
FBgn0027581	Hsap\CABLES1 <newline> Hsap\CABLES2
FBgn0027611	Hsap\MAN2B1 <newline> Hsap\MAN2A1 <newline> Hsap\MAN2B2 <newline> Hsap\MAN2A2 <newline> Hsap\MAN2C1
FBgn0283536	Hsap\ATP6V1G2-DDX39B <newline> Hsap\ATP6V1G2 <newline> Hsap\ATP6V1G3 <newline> Hsap\ATP6V1G1
FBgn0038321	Hsap\NAGK
FBgn0038072	Hsap\PEPD <newline> Hsap\XPNPEP3 <newline> Hsap\XPNPEP2 <newline> Hsap\XPNPEP1
FBgn0017579	Hsap\RPL14 <newline> Hsap\RPL6
FBgn0032350	Hsap\PHGDH <newline> Hsap\CTBP1 <newline> Hsap\CTBP2 <newline> Hsap\PRKCH
FBgn0026150	Hsap\XPNPEP1 <newline> Hsap\PEPD <newline> Hsap\XPNPEP3 <newline> Hsap\XPNPEP2
FBgn0036735	Hsap\EDC3 <newline> Hsap\NAXE <newline> Hsap\YJEFN3
FBgn0024957	Hsap\ACO2 <newline> Hsap\IREB2 <newline> Hsap\ACO1 <newline> Hsap\CFTR
FBgn0033875	Hsap\CTSZ <newline> Hsap\CTSH <newline> Hsap\CTSC <newline> Hsap\CTSK <newline> Hsap\CTSF <newline> Hsap\CTSW <newline> Hsap\CTSL <newline> Hsap\CTSB <newline> Hsap\CTSS <newline> Hsap\CTSO <newline> Hsap\CTSV
FBgn0034277	Hsap\RPN2
FBgn0032632	Hsap\PPP1R2C <newline> Hsap\PPP1R2 <newline> Hsap\PPP1R2B <newline> Hsap\PPP1R2P1
FBgn0067102	Hsap\UGCG <newline> Hsap\SDS <newline> Hsap\SRR <newline> Hsap\SDSL
FBgn0034259	Hsap\C1QBP <newline> Hsap\PAX6
FBgn0032363	Hsap\DLG5 <newline> Hsap\MPP6 <newline> Hsap\MPP5 <newline> Hsap\LRGUK <newline> Hsap\MAGI3 <newline> Hsap\MPP7 <newline> Hsap\DLG1 <newline> Hsap\GUK1 <newline> Hsap\MPP1 <newline> Hsap\PATJ <newline> Hsap\DLG3 <newline> Hsap\DLG2 <newline> Hsap\CASK <newline> Hsap\CARD11 <newline> Hsap\MPP3 <newline> Hsap\DLG4 <newline> Hsap\CARD10 <newline> Hsap\MPP4 <newline> Hsap\PDZD2 <newline> Hsap\MPP2 <newline> Hsap\CARD14 <newline> Hsap\USH1C <newline> Hsap\PDZD11 <newline> Hsap\SYNJ2BP <newline> Hsap\SLC9A3R1 <newline> Hsap\LNX1 <newline> Hsap\CYTIP <newline> Hsap\GRASP <newline> Hsap\IL16 <newline> Hsap\LNX2 <newline> Hsap\PDZD3 <newline> Hsap\PARD3B <newline> Hsap\WHRN <newline> Hsap\GOPC <newline> Hsap\FRMPD2 <newline> Hsap\PARD3 <newline> Hsap\GRIP1 <newline> Hsap\PDZK1 <newline> Hsap\GRID2IP <newline> Hsap\SLC9A3R2 <newline> Hsap\MPDZ <newline> Hsap\PDZD7 <newline> Hsap\SYNJ2BP-COX16
FBgn0045035	Hsap\ATM <newline> Hsap\MTOR <newline> Hsap\HLA-DRB1
FBgn0033879	Hsap\ECHS1 <newline> Hsap\EHHADH <newline> Hsap\ECI1 <newline> Hsap\HIBCH <newline> Hsap\ECHDC2 <newline> Hsap\AUH <newline> Hsap\ECI2 <newline> Hsap\HADHA <newline> Hsap\CDYL <newline> Hsap\ECHDC1 <newline> Hsap\CDYL2
FBgn0032422	-
FBgn0285925	Hsap\POSTN <newline> Hsap\TGFBI
FBgn0011768	Hsap\ADH1A <newline> Hsap\ADH4 <newline> Hsap\ADH5 <newline> Hsap\ADH1B <newline> Hsap\ADH6 <newline> Hsap\ADH7 <newline> Hsap\ADH1C <newline> Hsap\JAK2
FBgn0026418	Hsap\HSPA1L <newline> Hsap\HSPA8 <newline> Hsap\HSPA6 <newline> Hsap\HSPA4 <newline> Hsap\HSPA4L <newline> Hsap\HSPA1B <newline> Hsap\HSPA1A <newline> Hsap\HSPH1 <newline> Hsap\HSPA12B <newline> Hsap\HSPA13 <newline> Hsap\HSPA9 <newline> Hsap\HSPA5 <newline> Hsap\ANKRD45 <newline> Hsap\SLC9C2 <newline> Hsap\HSPA12A <newline> Hsap\HSPA14 <newline> Hsap\HSPA2 <newline> Hsap\HYOU1
FBgn0032369	Hsap\CFAP70 <newline> Hsap\CHKA
FBgn0036072	Hsap\CRISP3 <newline> Hsap\GLIPR1L1 <newline> Hsap\GLIPR2 <newline> Hsap\R3HDML <newline> Hsap\PI15 <newline> Hsap\CRISPLD1 <newline> Hsap\CRISPLD2 <newline> Hsap\GLIPR1 <newline> Hsap\CRISP1 <newline> Hsap\CRISP2 <newline> Hsap\CLEC18B <newline> Hsap\PI16 <newline> Hsap\GLIPR1L2 <newline> Hsap\CLEC18A <newline> Hsap\CLEC18C
FBgn0040256	Hsap\UGT2A3 <newline> Hsap\UGT2B10 <newline> Hsap\UGT3A1 <newline> Hsap\UGT3A2 <newline> Hsap\UGT1A3 <newline> Hsap\UGT2B7 <newline> Hsap\UGT2B4 <newline> Hsap\UGT8 <newline> Hsap\UGT2B17 <newline> Hsap\UGT2B28 <newline> Hsap\UGT2B15 <newline> Hsap\UGT2B11 <newline> Hsap\UGT2A2 <newline> Hsap\UGT1A1 <newline> Hsap\UGT1A5 <newline> Hsap\UGT1A6 <newline> Hsap\UGT1A4 <newline> Hsap\UGT1A7 <newline> Hsap\UGT1A8 <newline> Hsap\UGT1A10 <newline> Hsap\UGT1A9 <newline> Hsap\UGT2A1
FBgn0036969	Hsap\SERPINC1 <newline> Hsap\SERPINE2 <newline> Hsap\SERPINI2 <newline> Hsap\SERPINI1 <newline> Hsap\SERPINB1 <newline> Hsap\SERPINB9 <newline> Hsap\SERPINB6 <newline> Hsap\SERPINE1 <newline> Hsap\SERPINH1 <newline> Hsap\SERPINE3 <newline> Hsap\SERPINA4 <newline> Hsap\SERPINA6 <newline> Hsap\SERPINA9 <newline> Hsap\SERPINB13 <newline> Hsap\SERPINB2 <newline> Hsap\SERPINB11 <newline> Hsap\SERPINB12 <newline> Hsap\SERPINB7 <newline> Hsap\SERPINB5 <newline> Hsap\SERPINB4 <newline> Hsap\SERPINB8 <newline> Hsap\SERPINB10 <newline> Hsap\HMSD <newline> Hsap\SERPINB3 <newline> Hsap\SERPIND1 <newline> Hsap\SERPINF1 <newline> Hsap\SERPINF2 <newline> Hsap\SERPING1 <newline> Hsap\SERPINA10 <newline> Hsap\AGT <newline> Hsap\SERPINA7 <newline> Hsap\SERPINA12 <newline> Hsap\SERPINA5 <newline> Hsap\SERPINA11 <newline> Hsap\SERPINA13P <newline> Hsap\SERPINA3 <newline> Hsap\SERPINA2 <newline> Hsap\SERPINA1
FBgn0036062	-
FBgn0020626	Hsap\OSBPL7 <newline> Hsap\OSBP <newline> Hsap\OSBPL3 <newline> Hsap\OSBPL2 <newline> Hsap\OSBPL1A <newline> Hsap\OSBP2 <newline> Hsap\OSBPL6
FBgn0039049	Hsap\ABHD14A <newline> Hsap\ACY1 <newline> Hsap\CNDP2 <newline> Hsap\CNDP1 <newline> Hsap\PM20D1 <newline> Hsap\ABHD14A-ACY1
FBgn0032294	Hsap\ATP6V0C <newline> Hsap\ATP5MC3 <newline> Hsap\ATP5MC1 <newline> Hsap\ATP5MC2 <newline> Hsap\ATP6V0B
FBgn0038296	Hsap\RNF123 <newline> Hsap\HNRNPU <newline> Hsap\HNRNPUL2 <newline> Hsap\HNRNPUL1 <newline> Hsap\RSPRY1
FBgn0036030	Hsap\PRPS1 <newline> Hsap\PRPS2 <newline> Hsap\PRPS1L1 <newline> Hsap\PRPSAP2 <newline> Hsap\PDHA2 <newline> Hsap\PDHA1 <newline> Hsap\PRPSAP1
FBgn0024509	Hsap\SEC13 <newline> Hsap\SEH1L
FBgn0002622	Hsap\GET1 <newline> Hsap\RPS3
FBgn0037912	Hsap\SLC25A1
FBgn0037913	Hsap\FABP9 <newline> Hsap\CRABP2 <newline> Hsap\RBP2 <newline> Hsap\RBP1 <newline> Hsap\FABP4 <newline> Hsap\RBP7 <newline> Hsap\RBP5 <newline> Hsap\FABP5 <newline> Hsap\PMP2 <newline> Hsap\FABP12 <newline> Hsap\FABP3 <newline> Hsap\CRABP1 <newline> Hsap\FABP2 <newline> Hsap\FABP1 <newline> Hsap\FABP7 <newline> Hsap\FABP6 <newline> Hsap\FABP5P3
FBgn0029745	Hsap\ADRM1
FBgn0011335	Hsap\MSANTD1
FBgn0038294	-
FBgn0036257	Hsap\ARHGAP1 <newline> Hsap\PRR5-ARHGAP8 <newline> Hsap\PRR5 <newline> Hsap\ARHGAP8
FBgn0037923	Hsap\ZNF202 <newline> Hsap\ZNF263 <newline> Hsap\MZF1 <newline> Hsap\ZSCAN20 <newline> Hsap\ZKSCAN7 <newline> Hsap\ZNF660-ZNF197 <newline> Hsap\ZKSCAN8 <newline> Hsap\ZNF500 <newline> Hsap\ZSCAN12 <newline> Hsap\ZSCAN25 <newline> Hsap\ZKSCAN3 <newline> Hsap\ZKSCAN1 <newline> Hsap\ZSCAN31 <newline> Hsap\ZKSCAN4 <newline> Hsap\ZKSCAN5 <newline> Hsap\ZNF2 <newline> Hsap\ZSCAN23 <newline> Hsap\ZNF565 <newline> Hsap\ZNF483 <newline> Hsap\ZNF154 <newline> Hsap\ZNF169 <newline> Hsap\ZSCAN10 <newline> Hsap\ZNF383 <newline> Hsap\ZNF496 <newline> Hsap\ZSCAN26 <newline> Hsap\ZNF286A <newline> Hsap\ZNF449 <newline> Hsap\ZNF213 <newline> Hsap\ZNF397 <newline> Hsap\ZNF205 <newline> Hsap\ZNF3 <newline> Hsap\ZNF140 <newline> Hsap\ZNF18 <newline> Hsap\ZNF10 <newline> Hsap\ZNF460 <newline> Hsap\ZNF285 <newline> Hsap\ZNF829 <newline> Hsap\ZNF354C <newline> Hsap\ZFP69 <newline> Hsap\ZNF773 <newline> Hsap\ZFP69B <newline> Hsap\ZSCAN16 <newline> Hsap\ZNF641 <newline> Hsap\ZNF485 <newline> Hsap\ZNF582 <newline> Hsap\ZNF19 <newline> Hsap\ZNF557 <newline> Hsap\ZNF701 <newline> Hsap\ZNF620 <newline> Hsap\ZNF274 <newline> Hsap\ZNF649 <newline> Hsap\ZNF24 <newline> Hsap\ZIM3 <newline> Hsap\ZNF736 <newline> Hsap\ZNF662 <newline> Hsap\ZNF566 <newline> Hsap\ZNF554 <newline> Hsap\ZNF577 <newline> Hsap\ZFP92 <newline> Hsap\ZNF75D <newline> Hsap\ZSCAN30 <newline> Hsap\ZNF550 <newline> Hsap\ZNF517 <newline> Hsap\ZNF621 <newline> Hsap\ZNF806 <newline> Hsap\ZNF514 <newline> Hsap\ZNF684 <newline> Hsap\ZNF350 <newline> Hsap\ZNF101 <newline> Hsap\ZNF302 <newline> Hsap\ZNF547 <newline> Hsap\ZSCAN22 <newline> Hsap\ZNF735 <newline> Hsap\ZNF124 <newline> Hsap\ZNF8 <newline> Hsap\ZNF506 <newline> Hsap\ZNF789 <newline> Hsap\ZNF669 <newline> Hsap\ZNF584 <newline> Hsap\ZNF396 <newline> Hsap\ZNF444 <newline> Hsap\ZSCAN21 <newline> Hsap\ZNF562 <newline> Hsap\ZNF574 <newline> Hsap\ZNF844 <newline> Hsap\ZNF232 <newline> Hsap\GZF1 <newline> Hsap\ZSCAN1 <newline> Hsap\ZNF142 <newline> Hsap\ZNF560
FBgn0030882	Hsap\GSS
FBgn0036827	Hsap\CIR1 <newline> Hsap\RP9
FBgn0027786	Hsap\MTCH1 <newline> Hsap\MTCH2
FBgn0004885	Hsap\CUBN <newline> Hsap\TLL1 <newline> Hsap\MEP1A <newline> Hsap\TNFAIP6 <newline> Hsap\MEP1B <newline> Hsap\BMP1 <newline> Hsap\ASTL <newline> Hsap\TLL2 <newline> Hsap\PCOLCE <newline> Hsap\PCOLCE2 <newline> Hsap\CDCP2 <newline> Hsap\TMPRSS15 <newline> Hsap\TMPRSS6 <newline> Hsap\C1S
FBgn0266064	Hsap\GYS2 <newline> Hsap\GYS1 <newline> Hsap\ALG1 <newline> Hsap\PIGA <newline> Hsap\ALG2 <newline> Hsap\ALG11 <newline> Hsap\ALG1L2 <newline> Hsap\ALG1L
FBgn0037172	Hsap\NDUFA7
FBgn0036235	Hsap\ANO3 <newline> Hsap\ANO7 <newline> Hsap\ANO5 <newline> Hsap\ANO9 <newline> Hsap\ANO1 <newline> Hsap\ANO2 <newline> Hsap\ANO4 <newline> Hsap\ANO6 <newline> Hsap\ANO10 <newline> Hsap\MUC15 <newline> Hsap\ANO8
FBgn0031717	Hsap\GNPDA2 <newline> Hsap\GNPDA1 <newline> Hsap\PGLS <newline> Hsap\H6PD
FBgn0250823	Hsap\CSNK1G2 <newline> Hsap\VRK1 <newline> Hsap\TTBK1 <newline> Hsap\TTBK2 <newline> Hsap\CSNK1G1 <newline> Hsap\CSNK1D <newline> Hsap\CSNK1G3 <newline> Hsap\CSNK1A1L <newline> Hsap\CSNK1E <newline> Hsap\VRK2 <newline> Hsap\CSNK1A1 <newline> Hsap\VRK3 <newline> Hsap\TPTEP2-CSNK1E
FBgn0010825	Hsap\RERE <newline> Hsap\ATN1 <newline> Hsap\MTA3 <newline> Hsap\MTA2 <newline> Hsap\MTA1
FBgn0005198	Hsap\TSC2 <newline> Hsap\RAP1GAP <newline> Hsap\RAP1GAP2
FBgn0039228	Hsap\TTC31 <newline> Hsap\STIP1 <newline> Hsap\SUGT1 <newline> Hsap\TTC28 <newline> Hsap\TTC12 <newline> Hsap\TTC4 <newline> Hsap\TTC9 <newline> Hsap\TTC9C <newline> Hsap\TTC9B
FBgn0286818	Hsap\PDIA2 <newline> Hsap\P4HB <newline> Hsap\PDIA3 <newline> Hsap\TMX4 <newline> Hsap\PDILT <newline> Hsap\TMX1 <newline> Hsap\TMX3 <newline> Hsap\ERP27 <newline> Hsap\NME8 <newline> Hsap\TXN2 <newline> Hsap\ERP44 <newline> Hsap\DNAJC10 <newline> Hsap\TXNDC9 <newline> Hsap\TXNDC16 <newline> Hsap\TXNDC11 <newline> Hsap\PDIA4 <newline> Hsap\TXNDC2 <newline> Hsap\PDIA5 <newline> Hsap\TXNDC8 <newline> Hsap\TXN <newline> Hsap\TXNDC5 <newline> Hsap\NME9 <newline> Hsap\PDIA6
FBgn0011760	Hsap\DYNLL2 <newline> Hsap\DYNLL1 <newline> Hsap\DNAL4
FBgn0035121	Hsap\SND1 <newline> Hsap\TDRD1 <newline> Hsap\RNF17 <newline> Hsap\TDRD6 <newline> Hsap\TDRD7 <newline> Hsap\TDRD15 <newline> Hsap\TDRD5 <newline> Hsap\STK31
FBgn0038277	Hsap\RPS5 <newline> Hsap\MRPS7
FBgn0263988	Hsap\WDR78 <newline> Hsap\WDR63 <newline> Hsap\DYNC1I1 <newline> Hsap\WDR34 <newline> Hsap\DYNC1I2 <newline> Hsap\WDR60 <newline> Hsap\DNAI2 <newline> Hsap\DNAI1
FBgn0038957	Hsap\BPGM <newline> Hsap\TIGAR <newline> Hsap\PGAM2 <newline> Hsap\PGAM1 <newline> Hsap\PGAM4
FBgn0024945	Hsap\NIT1 <newline> Hsap\VNN2 <newline> Hsap\UPB1 <newline> Hsap\VNN1 <newline> Hsap\NIT2 <newline> Hsap\BTD <newline> Hsap\HINT3 <newline> Hsap\HINT2 <newline> Hsap\HINT1 <newline> Hsap\FHIT
FBgn0267385	Hsap\PKLR <newline> Hsap\PKM
FBgn0267326	Hsap\SLC6A2 <newline> Hsap\SLC6A15 <newline> Hsap\SLC6A19 <newline> Hsap\SLC6A17 <newline> Hsap\SLC6A13 <newline> Hsap\SLC6A3 <newline> Hsap\SLC6A11 <newline> Hsap\SLC6A20 <newline> Hsap\SLC6A1 <newline> Hsap\SLC6A4 <newline> Hsap\SLC6A7 <newline> Hsap\SLC6A16 <newline> Hsap\SLC6A18 <newline> Hsap\SLC6A8 <newline> Hsap\SLC6A9 <newline> Hsap\SLC6A12 <newline> Hsap\SLC6A5 <newline> Hsap\SLC6A14 <newline> Hsap\SLC6A6
FBgn0283476	Hsap\DNAH6 <newline> Hsap\DNHD1 <newline> Hsap\DNAH3 <newline> Hsap\DNAH9 <newline> Hsap\DNAH5 <newline> Hsap\DNAH7 <newline> Hsap\DNAH12 <newline> Hsap\DNAH8 <newline> Hsap\DYNC1H1 <newline> Hsap\DNAH17 <newline> Hsap\DYNC2H1 <newline> Hsap\DNAH10 <newline> Hsap\DNAH1 <newline> Hsap\DNAH2 <newline> Hsap\DNAH11 <newline> Hsap\DNAH14 <newline> Hsap\VANGL1 <newline> Hsap\NLRP3
FBgn0004169	Hsap\TNNT1 <newline> Hsap\TNNT2 <newline> Hsap\TNNT3
