Tissue	FPKM.m	SD.m	Enrichment.m	FPKM.f	SD.f	Enrichment.f	M.F	p.value	FPKM.mf	SD.mf	Enrichment.mf
index.html?fbgn=FBgn0052271&tableOut=gene:24:Carcass	0.56	0.22	0.24	0.83	0.35	-1	1	n.s.	0.39	0.13	-1
index.html?fbgn=FBgn0052272&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052273&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052274&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052277&tableOut=gene:24:Carcass	0.38	0.16	-1	4.91	2.46	2.16	0.41	n.s.	0.23	0.07	-1
index.html?fbgn=FBgn0052278&tableOut=gene:24:Carcass	22.38	5.39	1.62	22.86	1.57	1.73	0.98	n.s.	6.65	0.41	1.04
index.html?fbgn=FBgn0052279&tableOut=gene:25:Carcass	0.08	0.14	-1	0.86	0.89	-1	1	n.s.	0	0	0
index.html?fbgn=FBgn0052280&tableOut=gene:24:Carcass	38.45	9.33	1.3	34	6.18	3.2	1.13	n.s.	58.65	7.69	1.83
index.html?fbgn=FBgn0052281&tableOut=gene:24:Carcass	2.38	0.4	0.87	3.52	1.06	1.15	0.68	n.s.	2.57	0.79	1.26
index.html?fbgn=FBgn0052282&tableOut=gene:25:Carcass	1007.77	479.85	0.55	293.68	108.05	0.92	3.4	n.s.	0	0	-1
index.html?fbgn=FBgn0052283&tableOut=gene:25:Carcass	0	0	-1	0.36	0.62	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052284&tableOut=gene:24:Carcass	0.18	0.03	-1	0.7	1.21	0.24	1	n.s.	0.6	0.18	0.01
index.html?fbgn=FBgn0052285&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052286&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052287&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052288&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052289&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052296&tableOut=gene:25:Carcass	2.13	0.46	0.55	2.37	0.29	0.65	0.9	n.s.	3.2	0.17	1.6
index.html?fbgn=FBgn0052299&tableOut=gene:24:Carcass	2.98	3.1	0.05	0.26	0.07	-1	1.49	n.s.	0.58	0.24	-1
index.html?fbgn=FBgn0052301&tableOut=gene:24:Carcass	0.19	0.12	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052302&tableOut=gene:24:Carcass	0.02	0.04	-1	0.34	0.2	-1	1	n.s.	3.45	5.98	0.01
index.html?fbgn=FBgn0052303&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052304&tableOut=gene:25:Carcass	0.03	0.05	-1	0.03	0.05	-1	1	n.s.	2.27	3.93	0.06
index.html?fbgn=FBgn0052305&tableOut=gene:24:Carcass	0.2	0.12	-1	0.03	0.01	-1	1	n.s.	0.03	0.01	-1
index.html?fbgn=FBgn0052311&tableOut=gene:25:Carcass	8.36	2.17	0.47	8.14	1.91	1.61	1.03	n.s.	12.49	0.57	3.15
index.html?fbgn=FBgn0052312&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052313&tableOut=gene:24:Carcass	1.95	1.39	0.13	0.64	0.36	-1	1	n.s.	0.39	0.35	-1
index.html?fbgn=FBgn0052318&tableOut=gene:24:Carcass	0	0	-1	0.02	0.03	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052319&tableOut=gene:25:Carcass	0.5	0.21	0.12	0.03	0.03	-1	1	n.s.	0.07	0.06	-1
index.html?fbgn=FBgn0052320&tableOut=gene:24:Carcass	0.35	0.19	-1	0.04	0.04	-1	1	n.s.	0.16	0.1	-1
index.html?fbgn=FBgn0052324&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052328&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052329&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052330&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052333&tableOut=gene:24:Carcass	0.62	0.3	0.28	0.41	0.1	-1	1	n.s.	1.15	0.13	-1
index.html?fbgn=FBgn0052343&tableOut=gene:25:Carcass	1.87	0.37	-1	2.06	0.26	0.54	0.97	n.s.	2.08	0.32	1.01
index.html?fbgn=FBgn0052344&tableOut=gene:24:Carcass	2.54	0.38	1.26	6.72	1.15	0.92	0.38	p > 0.05	3.19	0.45	1.18
index.html?fbgn=FBgn0052350&tableOut=gene:25:Carcass	9.74	0.58	1.6	11.98	3.09	0.73	0.81	n.s.	19.96	2.91	1.07
index.html?fbgn=FBgn0052351&tableOut=gene:25:Carcass	11.05	7.84	0.09	0.02	0.03	-1	5.5	n.s.	0.04	0.05	0.01
index.html?fbgn=FBgn0052354&tableOut=gene:24:Carcass	1.14	0.18	-1	0.86	0.32	-1	1	n.s.	0.4	0.08	-1
index.html?fbgn=FBgn0052357&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052358&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052359&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052360&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052361&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052362&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052363&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052364&tableOut=gene:25:Carcass	1.34	0.68	0.66	1.78	0.83	-1	1	n.s.	1.92	0.15	-1
index.html?fbgn=FBgn0052365&tableOut=gene:24:Carcass	0.29	0.14	-1	0.62	0.41	0.18	1	n.s.	0.14	0.04	-1
index.html?fbgn=FBgn0052368&tableOut=gene:24:Carcass	4.71	2.11	0.08	5.88	5.72	0.1	0.8	n.s.	0.24	0.26	0.01
index.html?fbgn=FBgn0052369&tableOut=gene:24:Carcass	4.14	0.64	0.82	4.6	1.27	1.8	0.9	n.s.	4.64	0.43	0.74
index.html?fbgn=FBgn0052370&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052371&tableOut=gene:24:Carcass	6.06	4.33	0.1	0.8	0.33	-1	3	n.s.	0	0	0
index.html?fbgn=FBgn0052373&tableOut=gene:24:Carcass	0.64	0.08	-1	0.86	0.24	-1	1	n.s.	14.8	4.17	2.33
index.html?fbgn=FBgn0052374&tableOut=gene:24:Carcass	0.03	0.05	-1	0.03	0.03	-1	1	n.s.	0.05	0.04	-1
index.html?fbgn=FBgn0052376&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052379&tableOut=gene:24:Carcass	0.09	0.08	-1	0	0	-1	1	n.s.	0	0	0
index.html?fbgn=FBgn0052380&tableOut=gene:25:Carcass	4.61	0.93	0.36	5.28	0.55	0.62	0.87	n.s.	2.46	0.14	0.54
index.html?fbgn=FBgn0052382&tableOut=gene:25:Carcass	1.84	0.78	0.24	0.02	0.04	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052383&tableOut=gene:25:Carcass	0.94	0.28	0.18	0	0	-1	1	p > 0.05	0.05	0.09	-1
index.html?fbgn=FBgn0052391&tableOut=gene:24:Carcass	2.45	0.42	0.48	1.41	0.23	-1	1.23	p > 0.05	0	0	-1
index.html?fbgn=FBgn0052392&tableOut=gene:25:Carcass	1.36	0.67	0.09	0.29	0.06	-1	1	n.s.	0.1	0.05	-1
index.html?fbgn=FBgn0052396&tableOut=gene:25:Carcass	1.31	0.64	0.07	0.2	0.12	-1	1	n.s.	0.03	0.03	-1
index.html?fbgn=FBgn0052404&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	443.65	98.4	7.77
index.html?fbgn=FBgn0052405&tableOut=gene:25:Carcass	0.04	0.07	-1	0.03	0.05	-1	1	n.s.	164.91	84.77	4.53
index.html?fbgn=FBgn0052406&tableOut=gene:25:Carcass	0.68	0.05	-1	0.53	0.29	-1	1	n.s.	0.17	0.1	-1
index.html?fbgn=FBgn0052407&tableOut=gene:24:Carcass	9.72	2.29	0.54	6.77	1.17	1.2	1.44	n.s.	2.3	0.69	0.19
index.html?fbgn=FBgn0052409&tableOut=gene:24:Carcass	2.22	0.36	0.75	7.46	1.69	0.6	0.3	p > 0.05	3.45	0.35	0.81
index.html?fbgn=FBgn0052412&tableOut=gene:25:Carcass	10.78	0.65	0.94	14.68	1.7	0.51	0.73	p > 0.05	4.91	0.6	1.47
index.html?fbgn=FBgn0052413&tableOut=gene:24:Carcass	0.05	0.05	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052418&tableOut=gene:25:Carcass	2.18	0.3	1.09	3.77	0.43	0.69	0.58	p > 0.01	1.12	0.23	-1
index.html?fbgn=FBgn0052420&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052421&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052423&tableOut=gene:25:Carcass	16.21	2.09	0.74	16.91	0.62	0.97	0.96	n.s.	18.38	1.27	0.93
index.html?fbgn=FBgn0052425&tableOut=gene:24:Carcass	53.36	17.67	0.88	44.57	14.78	1.45	1.2	n.s.	8.14	0.39	0.63
index.html?fbgn=FBgn0052428&tableOut=gene:24:Carcass	12.98	1.2	1.42	15.27	0.51	1.18	0.85	n.s.	18.3	5.11	1.23
index.html?fbgn=FBgn0052432&tableOut=gene:24:Carcass	1.07	0.51	0.28	0.72	0.48	-1	1	n.s.	0.16	0.06	-1
index.html?fbgn=FBgn0052436&tableOut=gene:24:Carcass	2.73	1.82	0.07	0.02	0.02	-1	1.36	n.s.	0.02	0.02	-1
index.html?fbgn=FBgn0052437&tableOut=gene:24:Carcass	1.32	0.87	0.09	0.01	0.01	-1	1	n.s.	0.16	0.24	-1
index.html?fbgn=FBgn0052438&tableOut=gene:25:Carcass	1.87	0.47	0.51	2.69	1.26	0.35	0.74	n.s.	4.4	0.5	1
index.html?fbgn=FBgn0052440&tableOut=gene:24:Carcass	1.88	1.13	0.07	0	0	-1	1	n.s.	0.24	0.29	-1
index.html?fbgn=FBgn0052441&tableOut=gene:25:Carcass	44.51	2.27	1.38	35.72	6.12	1.49	1.25	n.s.	26.87	1.68	0.87
index.html?fbgn=FBgn0052442&tableOut=gene:25:Carcass	11.19	0.49	1.48	10.32	0.58	1.57	1.08	n.s.	9.01	0.51	1.36
index.html?fbgn=FBgn0052445&tableOut=gene:24:Carcass	2.29	1.72	0.08	0.01	0.02	-1	1.15	n.s.	0.01	0.02	-1
index.html?fbgn=FBgn0052446&tableOut=gene:25:Carcass	36.99	6.38	1.07	27.79	3.37	0.91	1.33	n.s.	22.06	1.41	0.52
index.html?fbgn=FBgn0052447&tableOut=gene:24:Carcass	0.25	0.11	-1	0.04	0.01	-1	1	n.s.	1.14	0.1	-1
index.html?fbgn=FBgn0052448&tableOut=gene:24:Carcass	17.53	3.82	0.61	14.21	3.73	0.67	1.23	n.s.	17.06	1.33	0.8
index.html?fbgn=FBgn0052449&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052450&tableOut=gene:24:Carcass	3.74	2.24	0.1	0.18	0.07	-1	1.87	n.s.	0.6	0.44	0.23
index.html?fbgn=FBgn0052451&tableOut=gene:25:Carcass	33	5.44	1.1	24.9	2.91	1.37	1.33	n.s.	7.37	0.41	0.5
index.html?fbgn=FBgn0052452&tableOut=gene:24:Carcass	1.05	0.24	-1	1.31	0.42	0.3	1	n.s.	1.35	0.09	-1
index.html?fbgn=FBgn0052453&tableOut=gene:24:Carcass	0	0	-1	0.03	0.05	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052457&tableOut=gene:24:Carcass	0.97	1.25	0.05	0.05	0.09	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052459&tableOut=gene:24:Carcass	1.85	1.34	0.14	0.01	0.02	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052460&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052461&tableOut=gene:24:Carcass	1.41	1.01	0.27	0.1	0.12	-1	1	n.s.	0.03	0.05	-1
index.html?fbgn=FBgn0052462&tableOut=gene:24:Carcass	0.79	0.36	0.15	0.1	0.13	-1	1	n.s.	0.19	0.04	-1
index.html?fbgn=FBgn0052463&tableOut=gene:25:Carcass	0.14	0.12	0.06	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052473&tableOut=gene:24:Carcass	10.02	1.82	0.45	10.8	0.74	0.35	0.93	n.s.	14.44	1.43	0.46
index.html?fbgn=FBgn0052475&tableOut=gene:25:Carcass	4.11	1.06	1.1	3.17	0.26	1.58	1.3	n.s.	3.58	1.18	0.86
index.html?fbgn=FBgn0052476&tableOut=gene:25:Carcass	9.39	1.24	1.29	3.9	0.83	1.42	2.4	p > 0.01	8.7	0.5	0.47
index.html?fbgn=FBgn0052479&tableOut=gene:25:Carcass	7.01	1.19	0.64	7.3	0.33	0.53	0.96	n.s.	5.83	0.2	1.33
index.html?fbgn=FBgn0052480&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052481&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052482&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052483&tableOut=gene:24:Carcass	1.44	0.13	0.33	2.36	1	0.63	0.85	n.s.	0.01	0.02	0
index.html?fbgn=FBgn0052484&tableOut=gene:25:Carcass	5.54	0.2	0.99	5.8	0.4	0.7	0.96	n.s.	6.4	0.44	0.95
index.html?fbgn=FBgn0052485&tableOut=gene:24:Carcass	12.25	1.09	0.65	9.09	1.37	0.79	1.35	p > 0.05	2.21	0.59	0.26
index.html?fbgn=FBgn0052487&tableOut=gene:24:Carcass	0.47	0.52	0.1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052488&tableOut=gene:24:Carcass	0.7	0.46	0.08	0.01	0.02	-1	1	n.s.	0.02	0.03	-1
index.html?fbgn=FBgn0052493&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052495&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052496&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052499&tableOut=gene:25:Carcass	1.08	0.29	-1	0.84	0.54	-1	1	n.s.	88.94	10.4	6.91
index.html?fbgn=FBgn0052506&tableOut=gene:25:Carcass	0.22	0.08	-1	0.23	0.18	-1	1	n.s.	0.08	0.02	-1
index.html?fbgn=FBgn0052507&tableOut=gene:24:Carcass	0.09	0.02	-1	0.02	0.03	-1	1	p > 0.05	0.02	0.03	-1
index.html?fbgn=FBgn0052511&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052512&tableOut=gene:24:Carcass	8.88	1.6	1.15	11.59	2.29	1	0.77	n.s.	1.92	0.53	0.62
index.html?fbgn=FBgn0052518&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	817.1	"1,415.26"	408.55
index.html?fbgn=FBgn0052520&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052521&tableOut=gene:24:Carcass	85.12	5.78	1.33	79.93	21.02	2.79	1.06	n.s.	21.84	2.48	1
index.html?fbgn=FBgn0052523&tableOut=gene:24:Carcass	0.26	0.18	0.05	0.28	0.22	-1	1	n.s.	0.05	0.05	-1
index.html?fbgn=FBgn0052525&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052528&tableOut=gene:25:Carcass	16.19	1.47	1.3	18.47	3.03	1.18	0.88	n.s.	16.52	1.45	1.27
index.html?fbgn=FBgn0052529&tableOut=gene:25:Carcass	3.58	0.57	0.59	4.51	0.93	1.18	0.79	n.s.	1.26	0.14	-1
index.html?fbgn=FBgn0052532&tableOut=gene:24:Carcass	0	0	-1	0	0.01	-1	1	n.s.	0.02	0.01	-1
index.html?fbgn=FBgn0052533&tableOut=gene:24:Carcass	1.29	0.19	-1	1.84	0.14	-1	1	p > 0.05	1.35	0.03	-1
index.html?fbgn=FBgn0052536&tableOut=gene:24:Carcass	2.4	0.34	1.2	3.27	0.5	1.05	0.73	n.s.	1.78	0.31	0.53
index.html?fbgn=FBgn0052537&tableOut=gene:24:Carcass	2.33	0.38	1.17	2.23	0.16	0.9	1.04	n.s.	0.96	0.1	-1
index.html?fbgn=FBgn0052544&tableOut=gene:24:Carcass	2.39	0.34	0.72	1.48	0.3	-1	1.2	p > 0.05	0.64	0.05	-1
index.html?fbgn=FBgn0052546&tableOut=gene:25:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052547&tableOut=gene:24:Carcass	0.15	0.03	-1	0.14	0.04	-1	1	n.s.	0.05	0.02	-1
index.html?fbgn=FBgn0052548&tableOut=gene:24:Carcass	1.82	1.06	0.07	0.01	0.02	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052549&tableOut=gene:25:Carcass	58.05	4.25	1.62	77.27	23.54	3.94	0.75	n.s.	7.85	0.83	0.24
index.html?fbgn=FBgn0052551&tableOut=gene:24:Carcass	4.74	1.02	0.48	3.44	1.2	1.19	1.38	n.s.	0	0	-1
index.html?fbgn=FBgn0052553&tableOut=gene:24:Carcass	0.03	0.05	-1	0.02	0.03	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052554&tableOut=gene:24:Carcass	0.82	0.2	-1	1.14	0.12	-1	1	n.s.	0.82	0.08	-1
index.html?fbgn=FBgn0052557&tableOut=gene:25:Carcass	1.35	1.25	-1	2.3	1.62	1.15	0.87	n.s.	0.1	0.17	0.04
index.html?fbgn=FBgn0052563&tableOut=gene:24:Carcass	0	0	-1	0.11	0.1	-1	1	n.s.	0.06	0.11	-1
index.html?fbgn=FBgn0052564&tableOut=gene:24:Carcass	0.31	0.08	-1	0.74	0.27	-1	1	n.s.	5.05	3.29	0.85
index.html?fbgn=FBgn0052568&tableOut=gene:24:Carcass	2.47	1.01	0.28	0.64	0.22	-1	1.24	n.s.	0.8	0.2	-1
index.html?fbgn=FBgn0052569&tableOut=gene:25:Carcass	0.37	0.19	-1	0.41	0.02	-1	1	n.s.	0.39	0.15	-1
index.html?fbgn=FBgn0052570&tableOut=gene:25:Carcass	0.26	0.14	-1	0.28	0.19	-1	1	n.s.	0.08	0.04	-1
index.html?fbgn=FBgn0052571&tableOut=gene:25:Carcass	0.15	0.06	-1	0.15	0.1	-1	1	n.s.	57.87	21.14	4.99
index.html?fbgn=FBgn0052572&tableOut=gene:24:Carcass	0.54	0.25	0.11	0.05	0.04	-1	1	n.s.	0.04	0.03	-1
index.html?fbgn=FBgn0052573&tableOut=gene:24:Carcass	14.7	2.09	1.96	20.88	4.87	7.85	0.7	n.s.	0.06	0.06	0.01
index.html?fbgn=FBgn0052574&tableOut=gene:25:Carcass	0.94	0.35	0.15	0.54	0.21	-1	1	n.s.	9.76	1.06	4.88
index.html?fbgn=FBgn0052576&tableOut=gene:24:Carcass	22.04	0.76	0.84	21.92	1.66	1.22	1.01	n.s.	31.32	1.12	1.29
index.html?fbgn=FBgn0052579&tableOut=gene:24:Carcass	4.27	0.67	1.34	6.28	0.51	0.7	0.68	p > 0.05	5.26	0.37	1.03
index.html?fbgn=FBgn0052580&tableOut=gene:25:Carcass	0.12	0.09	-1	0.05	0.03	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052581&tableOut=gene:25:Carcass	0.02	0.03	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052582&tableOut=gene:24:Carcass	3.51	1.3	0.63	0.83	0.63	-1	1.75	n.s.	0.39	0.34	-1
index.html?fbgn=FBgn0052588&tableOut=gene:24:Carcass	1.43	1.08	0.09	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052590&tableOut=gene:24:Carcass	3.05	0.38	1.36	2.31	0.62	0.56	1.32	n.s.	2.54	0.08	0.84
index.html?fbgn=FBgn0052591&tableOut=gene:24:Carcass	2.07	1.37	0.11	0.13	0.11	-1	1.03	n.s.	0.06	0.02	-1
index.html?fbgn=FBgn0052594&tableOut=gene:25:Carcass	7.59	1.41	0.97	6.53	0.84	1.16	1.16	n.s.	9.31	1.45	1.51
index.html?fbgn=FBgn0052598&tableOut=gene:25:Carcass	0.14	0.13	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052600&tableOut=gene:25:Carcass	0.38	0.14	-1	0.34	0.14	-1	1	n.s.	0.18	0.05	-1
index.html?fbgn=FBgn0052601&tableOut=gene:25:Carcass	0.24	0.3	-1	0.02	0.03	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052602&tableOut=gene:25:Carcass	0.01	0.01	-1	0.88	0.59	0.26	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052603&tableOut=gene:24:Carcass	0.01	0.02	-1	0	0	-1	1	n.s.	514.47	108.15	18.02
index.html?fbgn=FBgn0052625&tableOut=gene:24:Carcass	0.23	0.18	-1	1.27	1.12	0.14	1	n.s.	0.13	0.11	-1
index.html?fbgn=FBgn0052626&tableOut=gene:25:Carcass	43.66	2.42	1.24	46.15	7.88	2.08	0.95	n.s.	22.27	5.67	0.43
index.html?fbgn=FBgn0052631&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052633&tableOut=gene:24:Carcass	2.48	1.39	0.22	1.43	1	0.12	1.24	n.s.	0.07	0.07	0
index.html?fbgn=FBgn0052636&tableOut=gene:24:Carcass	0.67	0.21	-1	0.94	0.3	-1	1	n.s.	0.49	0.35	-1
index.html?fbgn=FBgn0052638&tableOut=gene:24:Carcass	15.46	1.1	1.27	14.23	2.26	1.93	1.09	n.s.	16.35	1.09	0.91
index.html?fbgn=FBgn0052639&tableOut=gene:24:Carcass	1.37	0.71	0.46	0.69	0.24	-1	1	n.s.	0.34	0.02	-1
index.html?fbgn=FBgn0052640&tableOut=gene:24:Carcass	0.05	0.08	-1	0.04	0.08	0.01	1	n.s.	0.35	0.17	-1
index.html?fbgn=FBgn0052641&tableOut=gene:24:Carcass	4.43	0.68	0.68	4.48	1.92	1.39	0.99	n.s.	3.82	1.49	1.71
index.html?fbgn=FBgn0052642&tableOut=gene:24:Carcass	0.01	0.02	-1	2.74	2.42	0.31	0.73	n.s.	0	0	-1
index.html?fbgn=FBgn0052643&tableOut=gene:24:Carcass	2.28	1.23	0.11	0	0	-1	1.14	n.s.	0	0	-1
index.html?fbgn=FBgn0052644&tableOut=gene:25:Carcass	0	0.01	-1	0.31	0.42	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052645&tableOut=gene:24:Carcass	0.9	0.12	-1	0.68	0.17	-1	1	n.s.	0.47	0.11	-1
index.html?fbgn=FBgn0052647&tableOut=gene:24:Carcass	61.28	12.01	2.65	43.63	18.75	8.81	1.4	n.s.	0.55	0.16	-1
index.html?fbgn=FBgn0052649&tableOut=gene:25:Carcass	16.49	1.41	1.67	13.36	0.77	2.17	1.23	p > 0.05	6.96	0.22	2.06
index.html?fbgn=FBgn0052650&tableOut=gene:24:Carcass	0.36	0.2	0.06	0.1	0.04	-1	1	n.s.	0.11	0.07	-1
index.html?fbgn=FBgn0052651&tableOut=gene:24:Carcass	0.64	0.41	0.14	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0052652&tableOut=gene:24:Carcass	18.8	10.19	0.12	0	0	-1	9.4	n.s.	0	0	0
index.html?fbgn=FBgn0052654&tableOut=gene:25:Carcass	7.39	1.56	0.64	7.32	0.75	0.53	1.01	n.s.	5.3	0.31	0.93
index.html?fbgn=FBgn0052655&tableOut=gene:24:Carcass	2.73	1.65	0.12	0.01	0.02	-1	1.36	n.s.	0.34	0.12	-1
index.html?fbgn=FBgn0052656&tableOut=gene:25:Carcass	7.95	7.52	0.16	9.58	2.03	0.5	0.83	n.s.	0.82	0.31	0.04
index.html?fbgn=FBgn0052657&tableOut=gene:24:Carcass	15.41	14.15	0.04	0.15	0.13	-1	7.7	n.s.	0.19	0.33	0.02
index.html?fbgn=FBgn0052660&tableOut=gene:24:Carcass	8.36	7.16	0.09	0	0	-1	4.2	n.s.	0	0	0
index.html?fbgn=FBgn0052666&tableOut=gene:25:Carcass	6.72	0.92	0.95	11.21	2.07	1.09	0.6	p > 0.05	3.24	0.16	1.06
index.html?fbgn=FBgn0052667&tableOut=gene:25:Carcass	347.5	34.44	0.81	464.95	140.29	2.64	0.75	n.s.	20.1	7.42	0.2
index.html?fbgn=FBgn0052668&tableOut=gene:24:Carcass	0.25	0.15	-1	0.16	0.07	-1	1	n.s.	0.13	0.01	-1
index.html?fbgn=FBgn0052669&tableOut=gene:24:Carcass	11.43	2	0.88	9.36	2.22	1.26	1.22	n.s.	2.38	0.26	0.19
index.html?fbgn=FBgn0052670&tableOut=gene:25:Carcass	0.34	0.25	0.16	0.23	0.1	-1	1	n.s.	0.04	0.08	-1
index.html?fbgn=FBgn0052671&tableOut=gene:25:Carcass	0.11	0.06	-1	0	0	-1	1	n.s.	0.02	0.04	-1
index.html?fbgn=FBgn0052672&tableOut=gene:25:Carcass	277.36	50.48	2.02	212.81	33.36	3.3	1.3	n.s.	198.76	32.25	0.64
index.html?fbgn=FBgn0052673&tableOut=gene:25:Carcass	0.03	0.05	-1	0	0	-1	1	n.s.	0.03	0.05	-1
index.html?fbgn=FBgn0052675&tableOut=gene:25:Carcass	11.6	0.94	0.8	11.97	0.88	1.05	0.97	n.s.	2.95	0.3	0.34
index.html?fbgn=FBgn0052676&tableOut=gene:25:Carcass	7.01	0.95	0.74	8.01	0.67	0.67	0.88	n.s.	5.74	0.74	1.1
index.html?fbgn=FBgn0052677&tableOut=gene:25:Carcass	0.24	0.1	-1	0.21	0.16	-1	1	n.s.	0.14	0.07	-1
index.html?fbgn=FBgn0052679&tableOut=gene:24:Carcass	0	0	-1	0.06	0.01	-1	1	p > 0.01	0	0	-1
index.html?fbgn=FBgn0052681&tableOut=gene:24:Carcass	0.72	0.33	0.33	1.04	0.29	-1	1	n.s.	0.11	0.02	-1
